,claim,label
1940,Encouraging exercise may help teens quit smoking.,0
3395,Proposal would allow dogs onto restaurant patios and decks.,0
6870,Idaho woman has 50-pound tumor removed.,0
732,Japan culls 753 hogs to contain swine fever outbreak.,0
37519,"Gerrity's Supermarkets claimed that a woman coughed on food at their store in Pennsylvania, and they were then forced to discard an estimated $35,000 of items as a precaution.",3
3110,Pope: Governments must ensure all have access to health care.,0
17765,"""In Massachusetts, """"half of the primary care doctors are not accepting new patients.""",0
31507,A couple seeking to conceive via IVF discovered through DNA testing that they were fraternal twins.,1
4262,Kentucky hosting Children’s Environmental Health Summit.,0
24716,"When one person sneezes, it goes all the way through the aircraft.",1
1029,U.S. biologists probe deaths of 70 emaciated gray whales.,0
9562,The drug industry might finally have an answer for migraines,1
29114,Bananas will be extinct within ten years. ,2
159,"Luxury leader LVMH, in green mode, laments Thunberg's pessimism.",0
30940,"""A photograph shows a foot after """"Cinderella Surgery.""",1
29559,Criminals have devised a new cell phone-like gun to fool police officers.,1
24188,Nearly all of the top 50 prescribers of oxycodone in the United States are in Florida.,0
5135,Massachusetts reports 2nd vaping-related death.,0
7206,Bernie Sanders in North Carolina calls for “moral economy”.,0
25793,"“If the vaccine came out tomorrow, how in the heck would we get it to people? There is no game plan.”",0
9991,Progress made on artificial pancreas for diabetic patients,1
33761,"Arby's roast beef is made from a paste, gel, powder, or liquid.",1
35704,"""Racial justice activist Shaun King said statues of """"white Jesus"""" should be torn down.""",0
35219,Democrats in New York stashed ventilators in a warehouse in an effort to make the COVID-19 pandemic worse.,1
8742,WHO warns against use of electronic cigarettes.,0
29024,Honey and cinnamon possess significant medicinal virtues.,2
10353,“Advance” in PSA test challenged by Hutch research,1
16583,More whites than blacks are victims of deadly police shootings.,2
5229,Corrects: Principal’s Death-Bone Marrow Donation-The Latest.,0
7421,Coronavirus could erode global fight against other diseases.,0
9290,"Exercise, however modest, found progressively beneficial to the elderly",1
3945,North Carolina health system restricts visitation due to flu.,0
31534,An image shows the heavily armed officers of United Airlines' Special Seating and Apparel Division.,1
13638,"Medical-grade marijuana alone will not get that patient ‘high,’ no matter what level of THC, CBD or any other compound is found in the plant.",1
4222,Nation marks 50 years after Apollo 11′s ‘giant leap’ on moon.,0
28148,"A new tattoo ink changes color depending on a person's glucose levels, meaning people with diabetes can use it to check their blood sugar levels.",0
14056,"""Pat Toomey Says Merrick Garland """"authored an opinion that resulted in the release of 17 Guantanamo Bay prisoners who were part of a group of violent Islamist extremists the State Department had designated as terrorists.""",1
26448,"“The poor are, ironically, the most likely to be employed in the industries deemed ‘essential’ while their upper-class peers are freed to bunker down for weeks until the first death wave passes.”",0
5882,"Gov’t, US Steel reach consent decree over chemical spill.",0
31524,"""Sen. Chuck Schumer is on record saying, """"Candidates with deeply held Christian beliefs are unfit and disqualified from serving as a federal judge.""",1
7465,US faces ‘truly daunting’ challenges on needed COVID tests.,0
11280,Pfizer touts Lyrica’s effect in treating pain disorder,1
7431,`We are desperate’: French hospital staff confront Macron.,0
566,"Australian bushfires wipe out half of koala colony, threaten more.",0
11497,Hallucinogenic Drug Psilocybin Eases Existential Anxiety in People with Life-Threatening Cancer,0
3644,Volkswagen suspends executive over monkey tests.,0
7366,Indiana sending virus protective items to election offices.,0
3500,Rhode Island considers permanent flavored vape products ban.,0
3778,Plan to import cheaper Canadian drugs advances under Trump.,0
26322,"Under an 1866 Supreme Court ruling, stay-at-home orders are illegal and can be disregarded with impunity",1
40119, The forwarded email warns that         someone who is believed to be HIV-positive was found putting blood into         a ketchup dispenser at a fast-food restaurant.  It warns to only         use sealed packets of ketchup.   ,1
26370,“I see no time in the history of this country when perfectly healthy people have been basically confined to their homes or only able to do essential things as in Kansas City or St. Louis.”,1
10600,"Arthritis Drug May Fight Diabetes, Too",1
24167,"A government panel that didn't include cancer specialists says women shouldn't receive mammograms until age 50...If government takes over health care, recommendations like these could become the law for all kinds of diseases.",1
30430,Liberals at the University of Texas called for masculinity to be designated a mental illness,1
6848,Colorado inspections at oil and gas sites showing results.,0
42091,“Trump Warns Flu Shots Are The Greatest ‘Scam’ In Medical History.”,1
37619,"""A Mike Bloomberg supporter asked fellow supporters if they could help """"brainstorm ways"""" to make Bloomberg's stop-and-frisk positions sound """"less racist.""",2
8582,Spain's coronavirus death rate quickens again.,0
9987,Experimental Therapy For Sore Heels Has Skeptics,0
1306,Britain moves closer to legalizing medicinal use of cannabis.,0
11114,‘Miracle drug’ called junk science,0
26967,"""Facebook post Says a """"Clorox bottle claimed it could kill (the 2019 coronavirus)... before it was developed.""",1
316,"J&J's greed helped fuel U.S. opioid crisis, Oklahoma claims at trial.",0
35474,"In the summer of 2020, Kroger supermarkets introduced a policy of refusing to give customers cash change, as shown in an incident in Bourbonnais, Illinois.",2
25902,"Quotes Anthony Fauci as writing, “I reject the notion that it’s ‘just a virus’ and we’ll all get it eventually. What a careless, lazy, heartless stance.”",1
35986,"""In 1999, Mike Pence wrote an op-ed criticizing the inclusion of women in the military, citing the animated film """"Mulan.""",0
25188,"McCain has voted repeatedly at least six times against funding for global HIV/AIDS, malaria and TB fund, once as one of only 14 senators.",2
33602,"The Statue of Liberty was erected as a tribute to the accomplishments of black soldiers in the Civil War, and a black woman served as the model for Lady Liberty.",1
31612,A study discovered men's beards are alarmingly riddled with fecal microbes.,1
4251,She fought cancer and Congress for DC’s right-to-die law.,0
10012,Proton therapy fights cancer,1
255,Abbott to hike production of lower-cost glucose monitors as diabetes soars.,0
33681,Charles Manson was one of the 437 applicants who tried out for The Monkees in 1965.,1
8243,Britain asks it citizens to help pick fruit and vegetables.,0
36060,Gender reveal parties have killed more people than antifascist demonstrators.,0
15020,We lose an average of 90 Americans every day because of guns.,0
1674,Cancer patients get chance to create a musical legacy.,0
35672,A photograph of non-respirator ear loop mask packaging demonstrates that such masks are ineffective at protecting against the spread of COVID-19.,1
25835,“Five veterinary labs have their CLIA certification to officially test human patients. There are a lot of labs who are doing surveillance testing that don't need the CLIA certification.”,0
38204, President Obama urged Harvard to reverse its decision to suspend Malia Obama because of her recent “drug escapades.” ,1
7145,State Dept. lacked long-term care for Cuba health incidents.,0
2863,Bayer says reintroducing Diane-35 in France.,0
31460,Scientific studies demonstrate that the process of adding fluoride to public water reduces the IQ of the individuals in those areas.,1
33916,"""60 Minutes commentator Andy Rooney wrote an essay, """"In Praise of Older Women.""",1
29998,Four AI-controlled robots killed 29 scientists in Japan in August 2017. ,1
15942,"""Science is """"very certain"""" that the measles vaccine doesn't cause autism.""",0
41671,"There were nearly 1,000 drug-related deaths in Scotland last year.",0
35938,"""U.S. Democratic presidential candidate Joe Biden said that Americans were able to stay home during the COVID-19 pandemic because """"some Black woman was able to stack the grocery shelf.""",0
11693,Bill Clinton’s hitman confesses on his deathbed.,1
31580,"""The IRS gave preferential """"fast tracking"""" for tax exempt status to After School Satan clubs run by the Satanic Temple.""",1
12522,We have 5 percent of world population. 80 percent of opioids.,1
8320,Sex toy sales take off amid Colombia's coronavirus quarantine.,0
8040,"U.S. EPA waives fuel requirements, extends biofuels deadline to help refineries.",0
